-5.579737	-5.538687
-5.612108	-5.500303
-5.50156	-5.424636
-3.530553	-4.433658
-3.457118	-4.430477
-3.420023	-4.428151
-3.337787	-4.415378
-3.119167	-4.38373
-3.54412	-4.382064
-3.23945	-4.36808
-3.484153	-4.36158
-3.477122	-4.342472
-3.079056	-4.339874
-3.262431	-4.334154
-3.259364	-4.309158
-3.709408	-4.274272
-3.016985	-4.2682
-3.243471	-4.266415
-3.460926	-4.264486
-3.972521	-4.264415
-3.793447	-4.261471
-3.772934	-4.2498
-3.5217		-4.23268
-3.573423	-4.232165
-2.940419	-4.227369
-3.943329	-4.222941
-3.239217	-4.214499
-3.419315	-4.206861
-3.73325	-4.203786
-3.29312	-4.19869
-3.145691	-4.198424
-3.113829	-4.191825
-3.287666	-4.175099
-3.448102	-4.169569
-3.69873	-4.165158
-3.056185	-4.160566
-3.020651	-4.155953
-3.248875	-4.145076
-3.915918	-4.131944
-3.483143	-4.127811
-3.823099	-4.11056
-3.00352	-4.10909
-2.719356	-4.098643
-3.304189	-4.090924
-2.740083	-4.085244
-2.990304	-4.075255
-2.821161	-4.064468
-2.970559	-4.063181
-2.767418	-4.052201
-3.963288	-4.045152
-3.902502	-4.04506
-3.337767	-4.042081
-3.471078	-4.039884
-3.098424	-4.037001
-4.114799	-4.03497
-0.569639	-4.033884
-3.608203	-4.033818
-3.535776	-4.029566
-3.61632	-4.019539
-3.786732	-4.010527
-3.453253	-4.003908
-4.085237	-4.002484
-3.409365	-3.998037
-3.363131	-3.994895
-4.170396	-3.986052
-3.914444	-3.985775
-3.142735	-3.976167
-2.748545	-3.970613
-4.005534	-3.967952
-3.340018	-3.959424
-3.992617	-3.957211
-3.061069	-3.951497
-3.783693	-3.95104
-0.52274	-3.948413
-2.925509	-3.940721
-3.888847	-3.937853
-2.844568	-3.936334
-0.572557	-3.935194
-2.674652	-3.929763
-4.090606	-3.929024
-3.855235	-3.926781
-3.121219	-3.910189
-2.96905	-3.904325
-2.811223	-3.903419
-3.741383	-3.899529
-3.873359	-3.897676
-3.421945	-3.89378
-2.648496	-3.873163
-3.648531	-3.872123
-3.839497	-3.871998
-4.141273	-3.863745
-3.44102	-3.862482
-2.587298	-3.852282
-3.765192	-3.850749
-2.852073	-3.845376
-3.159566	-3.835904
-3.905931	-3.835332
-4.344275	-3.835167
-3.650156	-3.831092
-3.979468	-3.828877
-3.241436	-3.828605
-3.281646	-3.827038
-3.618107	-3.825051
-3.154489	-3.817154
-4.146479	-3.812357
-4.333251	-3.806798
-3.951248	-3.804472
-3.972962	-3.798919
-2.77432	-3.791757
-3.488298	-3.787721
-3.071637	-3.786596
-3.3579		-3.779248
-3.183802	-3.751246
-3.6592		-3.748943
-3.119665	-3.743474
-3.424648	-3.734688
-3.538248	-3.728568
-4.191048	-3.726852
-4.327032	-3.725965
-3.345315	-3.72261
-4.30884	-3.712315
-4.152267	-3.710872
-3.20588	-3.706544
-4.24413	-3.701907
-3.726934	-3.698035
-3.721298	-3.697975
-3.863405	-3.693485
-3.559551	-3.678683
-2.820872	-3.674754
-3.852086	-3.674005
-2.617065	-3.672249
-2.899985	-3.664242
-2.472042	-3.663909
-3.953341	-3.66014
-3.675566	-3.658527
-2.981589	-3.657028
-4.195673	-3.654597
-2.851223	-3.630022
-4.140432	-3.617862
-2.966783	-3.617674
-2.493896	-3.615883
-4.071774	-3.596806
-4.357535	-3.588392
-2.484521	-3.570523
-2.909409	-3.55816
-2.707617	-3.551355
-3.042399	-3.542555
-3.197567	-3.542276
-4.230306	-3.513063
-3.068633	-3.499239
-3.826447	-3.499199
-3.319949	-3.496166
-2.682147	-3.495972
-2.962447	-3.494369
-2.566283	-3.486265
-3.767036	-3.482998
-3.953456	-3.472726
-3.453595	-3.472408
-2.892165	-3.47062
-2.824012	-3.469423
-3.666733	-3.469151
-3.976328	-3.469004
